2021.9.15,The Symphony of Masterpieces,友達や友達になりたい人に、自分が思う傑作を紹介してもらい、それらを鑑賞するイベント／動画配信開始,http://vg.pe.hu/up/tsom/
2021.6.9,オンライン発表,ウェブショップ兼ニュースメディア「New Life Collection」内に、すごいものごとを紹介するカテゴリーを新設,http://newlifecollection.com/?ca=35
2021.6.9,Very Gois,2016年から2017年の間に制作した 4つのコンピレーション作品集 の 流通／再発開始,http://newlifecollection.com/news?news=478113
